customer_key,customer_id,customer_name,sub_trade_channel,trade_channel,super_channel,business_segment,business_type,sales_organization,sales_office,market_unit,cdm_tier
6640,601007397,DAILY FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6641,601007515,KROGER #0979,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6642,601007581,DELTA PANTHER ATHLETIC CLUB,OTHER AMUSEMENT,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6643,601007616,AM DRIVE THRU,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6644,601007639,GET GO #3557,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6645,601007711,FRIENDLY EXPRESS #6,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"MANSFIELD, OH",MID WEST MUGM,
6646,601007765,KINGS SUPERMARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6647,601007858,DAVIESS CO FAMILY YMCA,OTHER RECREATION,RECREATION,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6648,601007981,DOLLAR GENERAL #17256,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,COLUMBUS RICKENBACKER,MID WEST MUGM,
6649,601008093,KROGER #0735,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6650,601008450,AUTOZONE #4598,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,COLUMBUS RICKENBACKER,MID WEST MUGM,
6651,601008513,SAVE A LOT #23577,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6652,601008580,QUICK STOP GAS,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6653,601008595,DOLLAR GENERAL #17409,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6654,601008622,HOME DEPOT #3841,HARDWARE/HOME IMPROV,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6655,601008634,WALMART #2910 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,Katherine Fonde
6656,601008644,MARCS #58 BD BOARDMAN,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6657,601008659,COSTCO #0347,OTHER CLUB STORE,CLUB STORE,CLUB,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6658,601008675,CIRCLE K #4700128,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6659,601008676,CIRCLE K #4700026,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6660,601008686,WALGREENS #06778,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6661,601008733,APPLES LORAIN,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6662,601008748,CIRCLE K #4705272,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6663,601008751,WALGREENS #06888,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6664,601008755,CIRCLE K #4705273,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6665,601008762,CIRCLE K #4705404,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6666,601008768,CIRCLE K #4705412,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6667,601008771,CIRCLE K #4705418,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6668,601008780,CIRCLE K #4705424,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6669,601008795,CIRCLE K #4705714,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6670,601008811,CIRCLE K #4705369,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6671,601008813,CIRCLE K #4705410,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6672,601008822,CIRCLE K #4705371,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6673,601008823,CIRCLE K #4705365,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6674,601008828,CIRCLE K #4705339,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6675,601008879,CIRCLE K #4700007,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6676,601008954,PILOT TRAVEL CTR #0002,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6677,601008999,SUNSET CITCO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6678,601009077,TARGET #0794,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6679,601009100,WALMART #2361 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,Katherine Fonde
6680,601009113,BUEHLERS FRESH FOODS #0002,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6681,601009148,DISCOUNT DRUG MART #0026,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6682,601009169,BELLSTORES #1045,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6683,601009183,DISCOUNT DRUG MART #0042,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6684,601009186,ATWOOD DELI,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6685,601009207,SPEEDWAY #3557,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6686,601009242,ALTER CARE COUNTRY LAWN,NURSING HOME,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6687,601009243,MAKO'S MARKET AND PHARMACY,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6688,601009263,MINIT MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6689,601009265,AUTOZONE #0778,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6690,601009295,MARCS #39 AM AMHERST,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6691,601009311,BELLSTORES #1026,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6692,601009319,RITE AID #02398,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6693,601009365,KROGER #0870,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6694,601009387,KROGER #0864,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6695,601009410,PILOT TRAVEL CTR #0012,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6696,601009419,SPEEDWAY #5264,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6697,601009423,TRAVEL CTR OF AMERICA #0087,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6698,601009434,BELLSTORES #1031,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6699,601009435,FRIENDSHIP FOODS #0096,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"ELYRIA, OH",MID WEST MUGM,
6700,601009455,MULBERRY CORNERS,OTHER BUSINESS AND P,BUSINESS & PROFESSIONAL OFFICE,AT-WORK,ON PREMISE,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6701,601009485,GEORGETOWN MARATHON,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6702,601009513,CONVENIENT FOOD MART #3085,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WILLOUGHBY, OH",MID WEST MUGM,
6703,601009560,CHECK N GO MINI MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"YOUNGSTOWN, OH",MID WEST MUGM,
6704,601009678,RACEWAY PUB,BAR/TAVERN,BAR/TAVERN/LICENSED ESTABLISHMENT,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6705,601009699,CIRCLE K #4705413,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6706,601009714,CIRCLE K #4705368,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"AKRON, OH",MID WEST MUGM,
6707,601009732,SPEEDWAY #1302,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6708,601009814,KROGER #0096,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6709,601009835,RUSH MEMORIAL HOSPITAL,HOSPITAL,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6710,601009836,SHARES INC,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6711,601009872,SPEEDWAY #7329,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6712,601009879,KROGER #0001,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6713,601009885,SPEEDWAY #7774,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6714,601009890,SPEEDWAY #7776,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6715,601009908,KROGER #0100,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6716,601009912,SAFEWAY FOODS #006,INDEPENDENT SUPERMAR,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6717,601009964,CVS #06602,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6718,601009966,KROGER #0086,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6719,601009972,VALUE MARKET,INDEPENDENT SUPERMAR,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6720,601009973,PAUL HADLEY MS,OTHER AMUSEMENT,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6721,601009980,JRS BEVERAGE MART,LIQUOR/BEER/WINE,LIQUOR/BEER/WINE/SOFT DRINK,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6722,601009987,SPEEDWAY #7770,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6723,601010011,CARDINAL RITTER HS,EDUCATION - NON REST,PRIMARY/SECONDARY SCHOOL,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6724,601010016,ARA OFFICE COFFEE #6009 SUITE 100,FULL LINE OPERATOR,FULL LINE OPERATOR,WHOLESALE/CONTRACT VENDING,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6725,601010093,KROGER #0118,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6726,601010158,DINNER BELL MKT #0233,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6727,601010167,SPEEDWAY #5033,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6728,601010176,VILLAGE PANTRY #5608,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6729,601010181,SAFEWAY FOODS #404,INDEPENDENT SUPERMAR,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6730,601010287,CVS #06697,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6731,601010291,I U KELLEY BUSINESS SCHOOL ROOM 141,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6732,601010300,KROGER #0928,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6733,601010331,VILLAGE PANTRY #5384,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6734,601010382,KROGER #0945,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6735,601010414,SPEEDWAY #5507,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6736,601010421,SPEEDWAY #5514,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6737,601010463,SHELBY SHELL SERVICE #0108,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6738,601010515,CIRCLE K #4700079,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6739,601010522,I U DINING WAREHOUSE SYRUP BID,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6740,601010532,WALMART #1518 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,Richard Marcum
6741,601010543,CIRCLE S #0124,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6742,601010545,WALMART #1601 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,Richard Marcum
6743,601010550,SAMS CLUB #6304,OTHER CLUB STORE,CLUB STORE,CLUB,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6744,601010556,VILLAGE PANTRY #5618,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6745,601010706,HUCKS #0277,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6746,601010708,MEIJER #0129,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6747,601010725,I U DINING WAREHOUSE,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6748,601010726,MAIN STOP VALERO,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"TOLEDO, OH",MID WEST MUGM,
6749,601010808,KROGER #0827,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6750,601010860,KROGER #0961,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6751,601010872,FAMILY DOLLAR #01188,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6752,601011006,EINSTEIN BAGELS #2551,QSR-BAGEL,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6753,601011010,MEIJER #0154,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6754,601011033,SILVER EXPRESS #3003,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6755,601011075,CASEYS GENERAL STORE #1948,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6756,601011097,AUTOZONE #2614,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6757,601011100,AUTOZONE #0618,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6758,601011126,AUTOZONE #2611,OTHER AUTOMOTIVE SER,AUTOMOTIVE SERVICES,RETAIL ON PREMISE,ON PREMISE,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6759,601011240,BEVERAGE SHOP CANS,LIQUOR/BEER/WINE,LIQUOR/BEER/WINE/SOFT DRINK,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"BLOOMINGTON, IN",MID WEST MUGM,
6760,601011252,VILLAGE PANTRY #5469,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6761,601011267,CVS #04633,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6762,601011329,KROGER #0992,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6763,601011357,WALMART #2788 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,Richard Marcum
6764,601011368,WALGREENS #05718,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6765,601011408,KROGER #0985,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6766,601011413,FAMILY DOLLAR #04200,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6767,601011595,TARGET #1789,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6768,601011596,CONVENIENT FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6769,601011600,MEIJER EXPRESS #0204,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6770,601011608,KROGER #0820,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
6771,601011609,TARGET #1366,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"WHITESTOWN, IN",MID WEST MUGM,
